,id,name,first_air_date,overview,popularity,vote_average,vote_count
1029,102966,100 días para enamorarnos,2020-04-28,"Two couples who struggle to be near each other decide to give another chance for each other, 100 days for them to fall back in love.",29.579,7.72,1010
1030,2875,MacGyver,1985-09-29,"He's everyone's favorite action hero... but he's a hero with a difference. Angus MacGyver is a secret agent whose wits are his deadliest weapon. Armed with only a knapsack filled with everyday items he picks up along the way, he improvises his way out of every peril the bad guys throw at him.

Making a bomb out of chewing gum? Fixing a speeding car's breaks... while he's riding in it? Using soda pop to cook up tear gas? That's all in a day's adventures for MacGyver. He's part Boy Scout, part genius. And all hero.",1439.867,7.7,753
1031,92137,ZeroZeroZero,2020-02-14,"Based on the book of the same name by bestselling author Roberto Saviano, ZeroZeroZero is an unforgettable exploration of the inner workings of the global cocaine trade.",86.509,7.718,363
1032,3797,Life,2007-09-26,"Complex, offbeat Detective Charlie Crews returns to the force after serving time in prison for a crime he didn’t commit. Crews’ new lease on life has provided him with a Zen-like outlook, peace of mind and no need for vengeance, an attitude which can be challenging to maintain when someone he cares about is threatened — or when he is investigating the mystery surrounding the murder he was falsely accused of.",898.14,7.718,206
1033,158916,The Marked Heart,2022-04-20,A man hell-bent on exacting revenge on the organ trafficking organization that murdered his wife becomes involved with the woman who received her heart.,66.875,7.717,242
1034,15826,1000 Ways to Die,2009-02-08,"The science of living and the randomness of death are combined with a dash of Darwinism. Forensic experts, pathologists, toxicologists, herpetologists, and other experts offer eloquent explanations of mortality.",290.964,7.7,375
1035,13027,Amor Real,2003-06-09,"True love threatens to tear a family apart in this epic Mexican serial set in the 1800s. Rich and beautiful Matilde falls in love with Adolfo, but her mother, Augusta, disapproves of the relationship when she learns Adolfo is poor. Augusta forces her daughter to marry rich and handsome Manuel Fuentes Guerra, but Matilde plays with fire by continuing to be with Adolfo. Adela Noriega, Fernando Colunga, Helena Rojo and Chantal Andere star.",20.259,7.717,1081
1036,119988,The Innocent,2021-04-30,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.",39.4,7.716,320
1037,81354,Ratched,2020-09-18,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.",83.6,7.714,1019
1038,27240,Seven Deadly Sins,2008-12-29,"The series traces the history of the seven deadly sins, how they became part of religious doctrine, and looks at historical figures who have been the worst perpetrators of each. Each of the seven sins is explored, from their origins and nature, their opposing virtue, and their corresponding punishment.",9.072,7.7,2282
1039,2009,Rocket Power,1999-08-16,"The daily lives of four friends who enjoy extreme sports, surfing, and getting into some crazy situations.",68.357,7.71,286
1040,110642,Resident Evil: Infinite Darkness,2021-07-08,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",58.613,7.708,773
1041,10821,Blue's Clues,1996-09-08,"Blue's Clues is an American children's television show that premiered on September 8, 1996 on the cable television network Nickelodeon, and ran for ten years, until August 6, 2006. Producers Angela Santomero, Todd Kessler and Traci Paige Johnson combined concepts from child development and early-childhood education with innovative animation and production techniques that helped their viewers learn. It was hosted originally by Steve Burns, who left in 2002 to pursue a music career, and later by Donovan Patton. Burns was a crucial reason for the show's success, and rumors that surrounded his departure were an indication of the show's emergence as a cultural phenomenon. Blue's Clues became the highest-rated show for preschoolers on American commercial television and was crucial to Nickelodeon's growth. It has been called ""one of the most successful, critically acclaimed, and ground-breaking preschool television series of all time"". A spin-off called Blue's Room premiered in 2004.

The show's producers and creators presented material in narrative format instead of the more traditional magazine format, used repetition to reinforce its curriculum, and structured every episode the same way. They used research about child development and young children's viewing habits that had been conducted in the thirty years since the debut of Sesame Street in the U.S. They revolutionized the genre by inviting their viewers' involvement. Research was part of the creative and decision-making process in the production of the show, and was integrated into all aspects and stages of the creative process. Blue's Clues was the first cutout animation series for preschoolers, and resembled a storybook in its use of primary colors and its simple construction paper shapes of familiar objects with varied colors and textures. Its home-based setting was familiar to American children, but had a look unlike other children's TV shows. A live production of Blue's Clues, which used many of the production innovations developed by the show's creators, toured the U.S. starting in 1999. As of 2002, over 2 million people had attended over 1,000 performances.",169.114,7.7,226
1042,114461,Ahsoka,2023-08-22,Former Jedi Knight Ahsoka Tano investigates an emerging threat to a vulnerable galaxy.,251.389,7.707,602
1043,12786,Murdoch Mysteries,2008-01-24,"A Victorian-era Toronto detective uses then-cutting edge forensic techniques to solve crimes, with the assistance of a female coroner who is also struggling for recognition in the face of tradition, based on the books by Maureen Jennings.",1487.338,7.7,226
1044,135647,2 Good 2 Be True,2022-05-16,"Car mechanic Eloy makes a terrible first impression on Ali, who works for a real estate magnate. But both of them are hiding their true personas.",125.023,7.7,259
1045,79788,Watchmen,2019-10-20,"Set in an alternate history where “superheroes” are treated as outlaws, “Watchmen” embraces the nostalgia of the original groundbreaking graphic novel while attempting to break new ground of its own.",269.044,7.703,1241
1046,1546,Recess,1997-09-13,"Six brave fourth-graders at Third Street School make it their mission to protect the other kids on the playground. Despite the rule of King Bob and his minions, who enforce his unwritten laws, T.J, Ashley, Vince, Gus, Gretchen and Mikey seek a rational balance between conformity and individuality.",222.673,7.703,438
1047,4239,Married... with Children,1987-04-05,"Al Bundy is an unsuccessful middle aged shoe salesman with a miserable life and an equally dysfunctional family. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",1272.891,7.702,909
1048,73375,Tom Clancy's Jack Ryan,2018-08-30,"When CIA analyst Jack Ryan stumbles upon a suspicious series of bank transfers his search for answers pulls him from the safety of his desk job and catapults him into a deadly game of cat and mouse throughout Europe and the Middle East, with a rising terrorist figurehead preparing for a massive attack against the US and her allies.",441.207,7.7,1322
1049,92396,"Lady, la vendedora de rosas",2015-06-16,"The life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",79.068,7.7,1386
1050,75209,Apocalipse,2017-11-21,A mysterious and spiritual portrayal of one of the most intense and controversial stories in the Holy Bible: the end of the world.,41.022,7.699,284
1051,68421,Altered Carbon,2018-02-02,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",376.183,7.7,1728
1052,49010,The Fall,2013-05-12,"When the Police Service of Northern Ireland are unable to close a case after 28 days, Detective Superintendent Stella Gibson of the Metropolitan Police Service is called in to review the case. Under her new leadership, the local detectives must track down and stop a serial killer who is terrorising the city of Belfast.",88.904,7.698,753
1053,33213,Shake It Up,2010-11-07,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",630.875,7.7,262
1054,2317,My Name Is Earl,2005-09-20,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",484.841,7.7,898
1055,58450,What Life Took From Me,2013-10-28,"""What Life Took From Me"" is a Mexican telenovela produced by Angelli Nesma Medina for Televisa. It is a remake of Bodas de odio, produced by Ernesto Alonso in 1983. In 2003, ""True Love"", the first remake, was produced by Carla Estrada. Unlike Bodas de odio and ""True Love"", ""What Life Took From Me"" has been adapted to the present time.",37.255,7.696,1204
1056,7072,Las Tontas No Van al Cielo,2008-02-11,"Las tontas no van al cielo is an original Mexican telenovela that began airing on Mexico's Canal de las Estrellas, beginning 11 February 2008. The novela is a production of Rosy Ocampo and starring Jacqueline Bracamontes, Jaime Camil, and Valentino Lanús.",32.033,7.7,324
1057,79696,Manifest,2018-09-24,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",373.252,7.697,1384
1058,62699,The Young Pope,2016-10-21,"Lenny Belardo, the youngest and first American Pope in the history of the Church, must establish his new papacy and navigate the power struggles of the closed, secretive Vatican.",70.622,7.693,483
1059,7842,The Tom and Jerry Show,1975-09-06,The New Tom & Jerry Show is an animated television series produced for Saturday mornings by Hanna-Barbera Productions in association with Metro-Goldwyn-Mayer Television in 1975 for ABC based on the theatrical shorts and characters Tom and Jerry.,86.286,7.693,1030
1060,54650,Power,2014-06-07,"A successful New York entrepreneur lives a double life as the head of a drug empire that serves only the rich and influential, all while wanting to escape the underworld and keep his family safe.",162.491,7.691,1146
1061,3845,Happy Days,1974-01-15,"In 1950s Milwaukee the Cunningham family must contend with Fonzie, a motorcycle riding Casanova.",632.464,7.69,239
1062,82515,Fall Into Temptation,2017-09-18,"Raquel and Damián are happily married with two children. Destiny leads Damián to meet Carolina and feels an undeniable attraction towards her. Damián did not know that Carolina was already married to Santiago Álvarado, a construction architect with whom she has two children. When Raquel drops off her son Fede at school, she accidentally backs her car to Santiago's truck, and they realize that their sons know each other. Raquel volunteers to pay for the damages but Santiago refuses. Raquel insists and goes to the Álvarado home with Damián. The two couples become great friends. But the desire between Damián and Carolina is stronger than their marriage commitment and both decide to deceive to their spouses. Damián and Carolina have a terrible car accident. Rescuers only find a seriously injured Damián, and Carolina has mysteriously disappeared from the scene. During the investigation by the police, Raquel and Santiago learn that their spouses are lovers.",40.482,7.689,219
1063,62264,Ash vs Evil Dead,2015-10-31,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",419.016,7.688,1455
1064,66825,A Terra Prometida,2016-07-05,,54.805,7.7,432
1065,67230,Silvana Sin Lana,2016-07-19,"A high society woman loses everything and has to move with her three daughters, and her mom to a middle-class neighborhood.",31.918,7.7,249
1066,4330,Millennium,1996-10-25,"A retired FBI serial-profiler joins the mysterious Millennium Group, a team of underground ex-law enforcement experts dedicated to fighting against the ever-growing forces of evil and darkness in the world.",203.605,7.7,227
1067,105288,Down to Earth with Zac Efron,2020-07-10,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",83.388,7.686,291
1068,4605,The Suite Life of Zack & Cody,2005-03-18,"Meet Zack and Cody, 11 year-old identical twins and the newest residents of Boston's swanky Tipton Hotel. Living in a suite with their mom Carey, the boys treat the Tipton like their own personal playground.",175.49,7.686,597
1069,116799,The Lincoln Lawyer,2022-05-13,"Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career - and his trademark Lincoln - when he takes on a murder case.",375.557,7.685,208
1070,62286,Fear the Walking Dead,2015-08-23,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",1072.464,7.683,4678
1071,102321,Looney Tunes Cartoons,2020-05-27,"A series of short form cartoons starring the iconic and beloved Looney Tunes characters. Bugs Bunny, Daffy Duck, Porky Pig and other marquee Looney Tunes characters are featured in their classic pairings in simple, gag-driven and visually vibrant stories.",130.692,7.7,216
1072,93392,Raising Dion,2019-10-04,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,71.319,7.688,397
1073,78670,Impulse,2018-06-06,"16-year-old Henry Coles is an outsider in her new town of Reston, New York. With a major chip on her shoulder and no friends, she remains withdrawn and isolated, but everything changes when a traumatic encounter with a classmate triggers something deep within Henry— unleashing a power she cannot control.",62.743,7.681,248
1074,99310,Operación Pacífico,2020-02-10,"The story of Captain Amalia Ortega, leader of a secret unit, whose mission is to capture the most wanted Mexican drug trafficker, putting both her profession and family's life at risk.",20.688,7.68,387
1075,1424,Orange Is the New Black,2013-07-11,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",313.037,7.7,2280
1076,46901,True Love,2012-09-03,"Amores verdaderos is a 2012 Mexican telenovela produced by Nicandro Díaz Gonzalez for Televisa. It is based on Amor en Custodia, produced in Colombia, Argentina, and Mexico.",23.078,7.7,660
1077,34014,An Idiot Abroad,2010-09-23,"An Idiot Abroad is a British travel documentary television series broadcast on Sky1 and Science, as well as spin-off books published by Canongate Books, created by Ricky Gervais and Stephen Merchant and starring Karl Pilkington. The ongoing theme of both the television series and the books is that Pilkington has no interest in global travel, so Merchant and Gervais make him travel while they stay in the United Kingdom and monitor his progress.",41.962,7.7,204
1078,88396,The Falcon and the Winter Soldier,2021-03-19,"Following the events of “Avengers: Endgame”, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",673.808,7.678,8122
1079,12697,Dragon Ball GT,1996-02-07,"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. The wish; that Goku once again become a child! Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Blackstar Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",48.992,7.678,1819
1080,3122,Star Wars: Clone Wars,2003-11-07,"This Emmy Award-winning series recounts the events and battles of the Galactic Republic’s last major war - the Clone Wars. Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunilinst, home of the Intergalactic Banking Clan; his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.",422.386,7.678,356
1081,79593,Magnum P.I.,2018-09-24,"Thomas Magnum, a decorated former Navy SEAL who, upon returning home from Afghanistan, repurposes his military skills to become a private investigator in Hawaii taking jobs no one else will with the help of fellow vets T.C. Calvin and Rick Wright, and the former MI:6 agent Higgins.",1353.94,7.676,259
1082,60554,Star Wars Rebels,2014-10-13,"Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion.",632.642,7.676,754
1083,49009,The Goldbergs,2013-09-24,"Before there were parenting blogs, trophies for showing up, and peanut allergies, there was a simpler time called the '80s. For geeky 11-year old Adam these were his wonder years and he faced them armed with a video camera to capture all the crazy. The Goldbergs are a loving family like any other, just with a lot more yelling.",1084.119,7.7,299
1084,69629,The Gifted,2017-10-02,"A suburban couple's ordinary lives are rocked by the sudden discovery that their children possess mutant powers. Forced to go on the run from a hostile government, the family joins up with an underground network of mutants and must fight to survive.",267.49,7.675,1362
1085,119243,iCarly,2021-06-17,"Ten years after signing off of one of TV's most iconic shows, Carly, Spencer, and Freddie are back, navigating the next chapter of their lives, facing the uncertainties of life in their twenties.",220.507,7.7,755
1086,4658,ALF,1986-09-22,A furry alien wiseguy comes to live with a terran family after crashing into their garage.,428.829,7.673,1021
1087,2566,Dead Like Me,2003-06-27,"When her life comes to an abrupt end, George discovers that death is nothing like she thought it would be. Recruited to collect the souls of others as they die, she suddenly finds herself an unwilling participant in a line of work she never knew existed: Grim Reaping!",162.465,7.673,394
1088,2228,Pinky and the Brain,1995-09-09,"Pinky and Brain are genetically enhanced laboratory mice who reside in a cage in the Acme Labs research facility. Brain is self-centered and scheming; Pinky is good-natured but feebleminded. In each episode, Brain devises a new plan to take over the world, which ultimately ends in failure, usually due to Pinky's idiocy, the impossibility of Brain's plan, Brain's own arrogance, or just circumstances beyond their control.",193.983,7.673,654
1089,60930,Magnificent Century: Kösem,2015-11-12,Tells the legendary story between the Sultan of Kosem and Ahmed I.,59.793,7.7,350
1090,87049,Firefly Lane,2021-02-03,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",203.207,7.675,223
1091,66676,Queen of the South,2016-06-23,"Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",444.88,7.67,403
1092,31268,El Capo,2009-08-24,"El Capo, the most wanted drug dealer in Mexico, has been intercepted while hiding with his trusted men, his wife and his lover. During his escape, he declares war on the government and his own past.",56.906,7.669,1096
1093,122623,Enfermeras,2019-10-23,,50.893,7.7,232
1094,115036,The Book of Boba Fett,2021-12-29,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,105.744,7.665,2322
1095,87763,Toy Boy,2019-09-08,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",30.739,7.7,532
1096,45666,Sam & Cat,2013-06-08,"Sam Puckett is loud, independent, and tough as nails, while Cat Valentine is sweet as pie and super flighty. But that doesn't stop this unlikely pair from becoming best buds and roomies!

Together, they're a power duo with a love for fun and adventure -- it's just too bad that it doesn't come cheap. Burgers at their favorite robot restaurant Bots don't grow on trees, after all. A booming out-of-home babysitting business quickly becomes the answer to their empty-pocket problems, but also an extra reason for countless wacky adventures to come!",243.477,7.7,347
1097,57911,Doraemon,1979-04-02,Doraemon is an anime TV series created by Fujiko F. Fujio and based on the manga series of the same name. This anime is the much more successful successor of the 1973 anime.,422.559,7.661,574
1098,34391,Marvel's Ultimate Spider-Man,2012-04-01,"While being trained by S.H.I.E.L.D., Spider-Man battles evil with a new team of teen colleagues.",300.771,7.7,952
1099,44305,DreamWorks Dragons,2012-08-07,"From the creators of ""How to Train Your Dragon"" comes a new series that takes Hiccup and Toothless to the edge of adventure.",298.84,7.66,595
1100,68734,El Chema,2016-12-06,Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.,124.719,7.658,653
1101,128095,Under the Banner of Heaven,2022-04-28,A devout detective's faith is tested as he investigates a brutal murder that seems to be connected to an esteemed Utah family's spiral into LDS fundamentalism and their distrust in the government.,137.287,7.656,248
1102,7317,The Inbetweeners,2008-05-01,"Welcome to a world of futile crushes, sibling brawls, getting drunk too quickly and casting constant aspersions about your friends' sexuality.",175.914,7.654,386
1103,157065,The Fall of the House of Usher,2023-10-12,"Ruthless siblings Roderick and Madeline Usher have built Fortunato Pharmaceuticals into an empire of wealth, privilege and power. But past secrets come to light when the heirs to the Usher dynasty start dying at the hands of a mysterious woman from their youth.",262.456,7.652,335
1104,70824,The Girl,2016-04-26,A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.,42.95,7.651,212
1105,12926,Teresa,2010-08-02,"Teresa Chavez is a young woman with an obsession for money and ambition. Despite her beauty and the fact that she was raised in the bosom of a loving family, she is resentful; her one desire is to leave her humble but poor neighbourhood.",79.275,7.651,1694
1106,3452,Frasier,1993-09-16,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",1684.532,7.7,690
1107,1215,Californication,2007-08-13,"A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",203.014,7.651,1008
1108,64752,The Lion Guard,2016-01-15,"Simba's son, Kion, assembles a group of animals to protect the Pride Lands, known as the Lion Guard.",486.445,7.7,227
1109,3475,The L Word,2004-01-18,A group of lesbian friends struggle with romance and careers in Los Angeles.,258.067,7.65,723
1110,33234,The Pillars of the Earth,2010-07-23,"A sweeping epic of good and evil, treachery and intrigue, violence and beauty, a sensuous, spirited story set against a backdrop of war, religious strife and power struggles in 12th Century England.",137.789,7.6,326
1111,15819,Warehouse 13,2009-07-07,"After saving the life of the President, two secret service agents - Myka Bering and Pete Lattimer - find themselves assigned to the top secret Warehouse 13. The Warehouse is a massive, top secret facility that houses dangerous and fantastical objects. Together, Pete and Myka along with fellow agents Claudia, Steve Jinks and Warehouse caretaker Artie, must recover artifacts from around the globe before they can cause catastrophic damage.",1074.624,7.647,591
1112,78122,Saint Seiya: Saintia Sho,2018-12-10,"The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity...",212.064,7.6,271
1113,111803,The White Lotus,2021-07-11,"Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day, a darker complexity emerges in these picture-perfect travelers, the hotel’s cheerful employees and the idyllic locale itself.",177.046,7.643,635
1114,18341,Sortilegio,2009-06-01,"Sortilegio is a Mexican telenovela produced by Carla Estrada for Televisa and stars Jacqueline Bracamontes and William Levy. It is a remake of Tú o nadie.

From October 6, 2009 to February 17, 2010, Univision broadcast Sortilegio weeknights at 9pm/8c. From July 30 to September 7, 2012, Univision broadcast 2 hour reruns of Sortilegio weekdays at 1pm/12c, replacing Corazón Apasionado. From September 10 to October 19, 2012, reruns of Sortilegio were broadcast at 2pm/1c.",26.561,7.643,370
1115,11250,Pasión de Gavilanes,2003-10-21,The Reyes-Elizondo's idyllic lives are shattered by a murder charge against Eric and León.,93.68,7.641,1953
1116,64432,The Magicians,2015-12-16,"Brakebills University is a secret institution specializing in magic. There, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity.",467.832,7.6,1520
1117,109958,The Haunting of Bly Manor,2020-10-09,"After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.",157.36,7.638,1020
1118,96129,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,A group of online justice seekers track down a guy who posted a video of him killing kittens.,28.344,7.638,456
1119,65817,The Deuce,2017-09-10,"The story of the legalization and subsequent rise of the porn industry in New York’s Times Square from the early ’70s through the mid ’80s, exploring the rough-and-tumble world that existed there until the rise of HIV, the violence of the cocaine epidemic and the renewed real estate market ended the bawdy turbulence of the area.",252.863,7.638,309
1120,96129,Don't F**k with Cats: Hunting an Internet Killer,2019-12-18,A group of online justice seekers track down a guy who posted a video of him killing kittens.,28.344,7.638,456
1121,94372,FBI: Most Wanted,2020-01-07,"The Fugitive Task Force relentlessly tracks and captures the notorious criminals on the Bureau’s Most Wanted list. Seasoned agent Jess LaCroix oversees the highly skilled team that functions as a mobile undercover unit that is always out in the field, pursuing those who are most desperate to elude justice.",1879.945,7.637,336
1122,44914,The Return,2013-01-08,"La Patrona is a Spanish-language telenovela produced by United States-based television network Telemundo Studios, Miami and Mexican Argos Comunicación. The telenovela is a remake of the Venezuelan telenovela La Dueña, written by José Ignacio Cabrujas.

The name reflects a local term or slang in Mexico to address a person recognized as the main boss. However, the title is also a reflection of both the protagonist and the antagonist struggle to conquer power, authority and respect in a labor field traditionally deemed to be a man's job.",68.365,7.637,278
1123,12961,Rubí,2004-05-17,"Rubí Pérez  is a very beautiful but poor woman who studies at an exclusive university thanks to the financial support from Cristina , her hard-working older sister. She is best friends with Maribel de la Fuente , a kind and wealthy young woman.  Rubí is actually jealous of Maribel's social status while pitying her disability and dreams of marrying a rich man to leave poverty behind.",33.24,7.637,361
1124,8803,Sky of Love: Someone I love is there,2008-08-02,"An ordinary senior high school girl named Mika meets Hiro, a showy boy with dyed hair and pierced ears. It is a ""pure love"" story of the two going through many unimaginably sad incidents while nurturing their love single-mindedly. It not only depicts the first love of the senior high school couple but also weaves ""a story of Mika and Hiro"" through episodes probably familiar to anybody, such as warmth and affection of their family members supporting the two, importance of living, interactions with friends, and so on.",41.851,7.6,257
1125,90602,Bolívar,2019-06-24,This dramatization depicts the life -- and loves -- of Venezuelan Gen. Simón Bolívar who helped liberate several Latin American countries from Spain.,14.112,7.6,274
1126,66788,13 Reasons Why,2017-03-31,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",502.91,7.632,3927
1127,61314,Apocalypse: World War I,2014-03-18,"Colorized historical footage in ascending order of World War 1. Not only the relatively known Flanders and France battles, but also the generally unknown Italian-Austrian, German-Polish-Russian, Japanese-German, Ottoman Empire- Allied and African German Colonies, and other unknown or forgotten fronts and battles.",46.95,7.633,256
1128,3022,Rugrats,1991-08-11,"Focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",474.498,7.633,635
1129,31718,Darker than Black,2007-04-06,"Ten years ago, a mysterious spatial anomaly now known as ""Heaven's Gate"" appeared in South America, shortly followed by the opening of ""Hell's Gate"" in Tokyo altering the sky and wreaking havoc on the landscape. The real stars disappeared, replaced by false stars. During this time, people possessing various special abilities — called ""Contractors"" — emerged, each capable of different supernatural feats. Following the disastrous Heaven's War, the United States lost its dominant position as a superpower to a mysterious organization named the Syndicate. The story revolves around a Chinese contractor codenamed ""Hei"" as he undertakes various espionage and assassination missions in Tokyo.",145.847,7.632,208
1130,4229,Dexter's Laboratory,1996-04-28,"Dexter, a boy-genius with a secret laboratory, constantly battles his sister Dee Dee, who always gains access despite his best efforts to keep her out, as well as his arch-rival and neighbor, Mandark.",1171.553,7.6,732
1131,120168,Who Killed Sara?,2021-03-24,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",42.78,7.631,1143
1132,72710,The Continental: From the World of John Wick,2023-09-22,Winston Scott is roped into a world of assassins and must make things right after his brother's attack on the Continental hotel.,228.118,7.631,339
1133,91520,Beforeigners,2019-08-21,"In the near future a new phenomenon starts happening all over the world with powerful flashes of light occurring in the ocean and people from the past mysteriously reappearing. Called ""beforeigners,"" these people come from three separate time periods: the Stone Age, the Viking era and late 19th century. A couple of years later, Alfhildr – who comes from the Viking Age – has to partner up with a burned-out police officer, Lars Haaland, to investigate the murder of a beforeigner. The pair begins to unravel a larger conspiracy behind the origin of the mysterious mass arrivals.",58.474,7.63,216
1134,46671,The Future Diary,2011-10-09,"Reality quickly unravels when antisocial Yukiteru is called into a death match against 11 other mentally scarred individuals. Each player has a prophetic device tuned to their personality, giving them control over their future—and the fate of their foes.",172.49,7.636,354
1135,110637,Overcoming heartbreak,2020-10-12,"Four women of different ages and social strata are forced to live together under the same roof. At first, the coexistence between them is complicated and tense due to their different visions and ways of facing life, but little by little the sisterhood and solidarity prevail when realizing the peculiar bond that exists between them: each one has suffered, in one or otherwise, the absence and abandonment of their respective partners.",26.555,7.6,226
1136,1068,The New Scooby-Doo Movies,1972-09-09,"Aside from doubling the length of each episode, The New Scooby-Doo Movies differed from its predecessor in the addition of a rotating special guest star slot; each episode featured real-life celebrities or well known fictional characters joining the Mystery, Inc. gang in solving the mystery of the week. Some episodes, in particular the episodes guest-starring the characters from The Addams Family, Batman, and Jeannie, deviated from the established Scooby-Doo format of presenting criminals masquerading as supernatural beings by introducing real ghosts, witches, monsters, and other such characters into the plots.",73.334,7.624,238
1137,387,SpongeBob SquarePants,1999-05-01,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",193.308,7.624,2802
